train/n_updates,time/total_timesteps,rollout/ep_rew_mean,time/time_elapsed,time/fps,time/iterations,train/value_loss,rollout/ep_len_mean,train/learning_rate,train/entropy_loss,train/explained_variance,train/policy_loss
26599,133000,-3.7667774899999973,848,156,26600,11.260512351989746,301.07,0.0007,-0.41166040301322937,-0.3557027578353882,0.8407047390937805
26699,133500,1.259494960000005,851,156,26700,2.1643733978271484,301.72,0.0007,-0.47314882278442383,0.9796764850616455,-0.8168746829032898
26799,134000,-2.700651439999995,855,156,26800,2.7888383865356445,297.87,0.0007,-0.32531237602233887,-0.06303143501281738,-0.1515292525291443
26899,134500,0.07842698000000325,858,156,26900,26.39361000061035,299.76,0.0007,-0.4374094009399414,0.7990418672561646,-0.6772173047065735
26999,135000,4.536419230000004,861,156,27000,17.70688819885254,300.23,0.0007,-0.4782432019710541,0.022945523262023926,1.5435726642608643
27099,135500,2.982162920000001,865,156,27100,4836.45166015625,298.69,0.0007,-0.3043045103549957,0.25593411922454834,-22.993871688842773
27199,136000,3.0858365700000014,868,156,27200,45.474971771240234,297.79,0.0007,-0.0884229764342308,0.8065927028656006,-0.08107899129390717
27299,136500,7.000842660000002,871,156,27300,0.6179621815681458,295.35,0.0007,-0.38054725527763367,0.8380604386329651,0.13425259292125702
27399,137000,7.4364650700000015,875,156,27400,299.7558898925781,295.43,0.0007,-0.5675495266914368,-0.5644491910934448,-7.869103908538818
27499,137500,10.732554810000002,878,156,27500,95.83802032470703,295.23,0.0007,-0.31327930092811584,0.11460041999816895,4.715616226196289
27599,138000,12.765056900000001,881,156,27600,0.020146554335951805,294.48,0.0007,-0.7068703174591064,-0.07191634178161621,-0.04626244306564331
27699,138500,14.467179660000001,885,156,27700,1.1051890850067139,294.64,0.0007,-0.5947975516319275,0.9324435591697693,0.20837540924549103
27799,139000,18.05436358,888,156,27800,26.02445411682129,297.27,0.0007,-0.42035815119743347,-2.282639503479004,2.0443203449249268
27899,139500,22.604628420000004,892,156,27900,14.421083450317383,298.07,0.0007,-0.4453231990337372,-0.29086947441101074,0.7669485211372375
27999,140000,17.24066382,895,156,28000,1.5961650609970093,296.91,0.0007,-0.38830113410949707,-0.2512928247451782,0.27907904982566833
28099,140500,17.046966290000004,898,156,28100,3.2530083656311035,296.54,0.0007,-0.4288221001625061,-0.22908484935760498,-0.41982021927833557
28199,141000,18.317027080000006,901,156,28200,0.6217049956321716,297.67,0.0007,-0.4066411554813385,0.45671677589416504,0.21372413635253906
28299,141500,18.109434420000003,905,156,28300,25.40443229675293,296.47,0.0007,-0.30934444069862366,0.039599061012268066,2.235825777053833
28399,142000,20.95951749,908,156,28400,0.06156742572784424,297.83,0.0007,-0.6592927575111389,-0.11218047142028809,0.015095782466232777
28499,142500,28.265743540000003,911,156,28500,1.4941444396972656,300.15,0.0007,-0.5218254327774048,0.9527876973152161,-0.35044652223587036
28599,143000,30.332083200000007,915,156,28600,38.59967803955078,301.39,0.0007,-0.5197141766548157,-1.8605029582977295,1.7700306177139282
28699,143500,34.16275005,919,156,28700,19.89369010925293,302.63,0.0007,-0.5026054978370667,-1.1969332695007324,-1.0079349279403687
28799,144000,37.36356444999999,922,156,28800,8.89921760559082,304.32,0.0007,-0.6709674000740051,-10.722825050354004,1.4674700498580933
28899,144500,38.281787529999995,925,156,28900,47.096824645996094,303.62,0.0007,-0.4682597219944,0.510307788848877,-2.6656062602996826
28999,145000,43.43482882,929,156,29000,41.13312911987305,303.75,0.0007,-0.6174634099006653,0.7935734987258911,2.162925958633423
29099,145500,45.93059918,933,155,29100,3.063652753829956,306.14,0.0007,-0.48348626494407654,0.435125470161438,0.4173160493373871
29199,146000,41.247997749999996,936,155,29200,54.437957763671875,305.68,0.0007,-0.47792959213256836,0.7727329134941101,3.6072957515716553
29299,146500,41.21282018000001,939,155,29300,276.3981018066406,305.71,0.0007,-0.4412616789340973,-2.24981951713562,-3.73356556892395
29399,147000,46.89954257,943,155,29400,1.7340621948242188,306.81,0.0007,-0.45993372797966003,0.7423102855682373,0.11020848900079727
29499,147500,44.655586840000005,946,155,29500,2.5551798343658447,307.75,0.0007,-0.3729471266269684,0.937563419342041,0.20645073056221008
29599,148000,43.95341991000001,950,155,29600,0.16169722378253937,304.66,0.0007,-0.13792386651039124,-0.03636527061462402,0.008729844354093075
29699,148500,48.92121094,954,155,29700,9319.3388671875,304.15,0.0007,-0.09588838368654251,0.0,1.6343907117843628
29799,149000,48.92121094,956,155,29800,2.0744965076446533,304.15,0.0007,-0.5811444520950317,0.928586483001709,-0.5243995189666748
29899,149500,49.92068734,959,155,29900,198.52256774902344,305.34,0.0007,-0.4164455831050873,0.014108896255493164,1.9260807037353516
29999,150000,49.40196865000001,962,155,30000,8.737444877624512,302.54,0.0007,-0.1024143248796463,-0.42174720764160156,3.7506039142608643
30099,150500,52.57893697999999,965,155,30100,4.645155906677246,298.98,0.0007,-0.09325510263442993,0.8796679973602295,-4.410314083099365
30199,151000,48.68879034,967,155,30200,263.0680847167969,296.56,0.0007,-0.3810648024082184,-0.006716489791870117,-11.995723724365234
30299,151500,48.57622443000001,970,156,30300,1.4081621170043945,297.89,0.0007,-0.20757095515727997,0.7843102812767029,0.09459418058395386
30399,152000,47.97073296000001,973,156,30400,1085.9566650390625,300.68,0.0007,-0.42402052879333496,-37.07948684692383,29.975391387939453
30499,152500,47.97073296000001,976,156,30500,134.9511260986328,300.68,0.0007,-0.11974980682134628,0.753334641456604,9.226691246032715
30599,153000,47.876672360000015,979,156,30600,11.348321914672852,302.11,0.0007,-0.05619688704609871,0.17537295818328857,-0.03536679595708847
30699,153500,51.568969790000004,982,156,30700,0.5688688158988953,306.19,0.0007,-0.4778290390968323,0.8410841822624207,-0.1674359142780304
30799,154000,52.661887859999986,984,156,30800,12.336047172546387,311.99,0.0007,-0.15311375260353088,0.12532639503479004,-1.3617914915084839
30899,154500,56.58805683,987,156,30900,3.996971845626831,314.16,0.0007,-0.8449058532714844,0.9309534430503845,-0.7806108593940735
30999,155000,59.84532983999998,990,156,31000,17.91124153137207,314.29,0.0007,-0.45096373558044434,-2.208888053894043,-0.6697932481765747
31099,155500,53.61628083999999,992,156,31100,5.601607799530029,312.35,0.0007,-0.38152310252189636,0.4965396523475647,1.4573116302490234
31199,156000,52.31069367999999,996,156,31200,13.792886734008789,317.38,0.0007,-0.5209288001060486,0.5808900594711304,-1.5743646621704102
31299,156500,46.23350437,999,156,31300,6.814001560211182,311.15,0.0007,-0.0005264756618998945,-0.6773591041564941,-7.948112761368975e-05
31399,157000,44.261688559999996,1003,156,31400,19.035154342651367,307.06,0.0007,-0.5486757159233093,-0.034311890602111816,-1.117966890335083
31499,157500,43.56235812999999,1006,156,31500,2.0224130153656006,307.74,0.0007,-0.4320051372051239,0.9906139969825745,0.6283619403839111
31599,158000,39.349919889999995,1009,156,31600,1.4147379398345947,306.45,0.0007,-0.4247834384441376,0.6580137610435486,-0.3198159635066986
31699,158500,39.349919889999995,1012,156,31700,1.3379210233688354,306.45,0.0007,-0.5046162009239197,0.5469028949737549,-0.2833830416202545
31799,159000,38.524275280000005,1015,156,31800,17.185041427612305,315.28,0.0007,-0.4373721182346344,-0.16955435276031494,1.9673160314559937
31899,159500,33.81664065999999,1019,156,31900,1.0171514749526978,315.82,0.0007,-0.2777650058269501,0.7410100102424622,-0.16610084474086761
31999,160000,34.992146219999995,1022,156,32000,1.6398552656173706,317.78,0.0007,-0.40210697054862976,-0.005912423133850098,-0.06269598007202148
32099,160500,29.055392929999993,1025,156,32100,0.7393071055412292,316.94,0.0007,-0.5512655377388,0.4064362645149231,0.3411683440208435
32199,161000,28.6459812,1028,156,32200,13.591837882995605,317.33,0.0007,-0.45785412192344666,-3.231086254119873,-0.9018682837486267
32299,161500,30.072693619999995,1031,156,32300,7.669302463531494,317.58,0.0007,-0.7599331140518188,-0.32204222679138184,-0.7678435444831848
32399,162000,27.590074209999997,1035,156,32400,1112.4876708984375,317.51,0.0007,-0.3284110128879547,0.48271167278289795,9.161711692810059
32499,162500,27.590074209999997,1038,156,32500,0.808087944984436,317.51,0.0007,-0.6397992968559265,0.6411396265029907,0.06609172374010086
32599,163000,28.63187841,1042,156,32600,0.5394077301025391,324.89,0.0007,-0.5309174656867981,0.8951071500778198,0.2414611428976059
32699,163500,29.86649219,1045,156,32700,2.119717836380005,322.69,0.0007,-0.18131513893604279,0.9036660194396973,0.020113028585910797
32799,164000,31.93473926999999,1048,156,32800,1.0663738250732422,325.18,0.0007,-0.42252907156944275,0.979621410369873,-0.029408244416117668
32899,164500,30.396334759999995,1052,156,32900,36.468746185302734,325.62,0.0007,-0.5270368456840515,0.2585228681564331,1.511002779006958
32999,165000,33.506363609999994,1055,156,33000,85.81636047363281,325.67,0.0007,-0.3135510981082916,0.7310649156570435,-0.7946981191635132
33099,165500,30.16915052,1059,156,33100,0.0535346083343029,326.77,0.0007,-0.04099845141172409,-0.002597808837890625,-0.001268274150788784
33199,166000,25.49322776,1062,156,33200,0.5458791851997375,324.37,0.0007,-0.4000982344150543,0.9511053562164307,-0.33404552936553955
33299,166500,25.275274519999993,1066,156,33300,11.655588150024414,324.32,0.0007,-0.5515007972717285,0.954684853553772,-0.8452391624450684
33399,167000,25.510810160000002,1069,156,33400,2.483931064605713,325.3,0.0007,-0.3902791440486908,0.7518694996833801,0.11864552646875381
33499,167500,25.510810160000002,1072,156,33500,0.02205870859324932,325.3,0.0007,-0.6619791388511658,-0.004725933074951172,-0.0654909536242485
33599,168000,24.554409819999997,1076,156,33600,0.0035046134144067764,329.19,0.0007,-0.45128804445266724,-0.006514549255371094,-0.0029211316723376513
33699,168500,27.958127879999996,1079,156,33700,22.1322021484375,331.11,0.0007,-0.8558095097541809,-1.2465107440948486,-0.31156182289123535
33799,169000,27.047434869999996,1082,156,33800,12.877153396606445,334.14,0.0007,-0.1453927606344223,0.32784777879714966,-0.9381893277168274
33899,169500,25.350555579999995,1086,156,33900,0.7191823720932007,334.37,0.0007,-0.002575682010501623,0.16651737689971924,-0.00011020790407201275
33999,170000,25.24788908,1089,156,34000,6.670291423797607,336.2,0.0007,-0.22050566971302032,-0.34374213218688965,1.3313019275665283
34099,170500,21.130721159999997,1093,155,34100,15.721468925476074,337.68,0.0007,-0.4534355700016022,-0.6245591640472412,-0.772964596748352
34199,171000,22.72528782,1096,155,34200,0.36984172463417053,338.13,0.0007,-0.3882969319820404,0.9015565514564514,-0.06469985097646713
34299,171500,22.72528782,1099,155,34300,1.523834228515625,338.13,0.0007,-0.4387892782688141,0.9287925362586975,-1.0078908205032349
34399,172000,19.356800289999995,1103,155,34400,3.178253650665283,345.43,0.0007,-0.6497878432273865,-0.5519289970397949,0.8129606246948242
34499,172500,21.543854019999998,1106,155,34500,0.5293105244636536,347.23,0.0007,-0.37540385127067566,0.6986044645309448,-0.06051601842045784
34599,173000,21.543854019999998,1109,155,34600,5.735724925994873,347.23,0.0007,-0.6410212516784668,0.2839828133583069,0.4159945547580719
34699,173500,17.95724941,1113,155,34700,1.410445213317871,350.19,0.0007,-0.31300637125968933,0.916486918926239,-0.03600933775305748
34799,174000,15.81930648,1116,155,34800,5.867716312408447,347.54,0.0007,-0.10804503411054611,0.549048662185669,-0.05675419047474861
34899,174500,15.237913579999999,1119,155,34900,1.2960368394851685,349.18,0.0007,-0.3877320885658264,-0.2808384895324707,0.4738113582134247
34999,175000,15.237913579999999,1122,155,35000,0.3102779984474182,349.18,0.0007,-0.4412303864955902,0.7344326972961426,0.07451160997152328
35099,175500,14.29582173,1126,155,35100,41.09368896484375,355.62,0.0007,-0.28846338391304016,0.8719944953918457,-1.0296777486801147
35199,176000,14.29582173,1129,155,35200,2.795013189315796,355.62,0.0007,-0.680527925491333,0.46745872497558594,-0.9886637926101685
35299,176500,14.528966700000002,1133,155,35300,5.8708624839782715,362.32,0.0007,-0.6305320858955383,0.8890678882598877,-0.8042726516723633
35399,177000,14.528966700000002,1136,155,35400,2.9559926986694336,362.32,0.0007,-0.5759308934211731,0.5613088607788086,-0.4196465015411377
35499,177500,15.352123229999997,1140,155,35500,0.036151718348264694,370.72,0.0007,-0.6969850063323975,0.9728025794029236,-0.00824178196489811
35599,178000,15.352123229999997,1144,155,35600,0.5709723234176636,370.72,0.0007,-0.5086941719055176,0.8286333084106445,-0.8307251930236816
35699,178500,17.636227849999997,1147,155,35700,0.7754141092300415,376.46,0.0007,-0.29831454157829285,0.832789421081543,0.11900302022695541
35799,179000,19.74050035,1150,155,35800,0.5505721569061279,375.78,0.0007,-0.5962287783622742,0.12155604362487793,-0.19905248284339905
35899,179500,21.8716314,1154,155,35900,1.2075313329696655,379.4,0.0007,-0.3750954568386078,-1.9150474071502686,-0.21610763669013977
35999,180000,21.8716314,1157,155,36000,7.881988048553467,379.4,0.0007,-0.3335597515106201,0.18087667226791382,-0.7407816052436829
36099,180500,20.9108675,1161,155,36100,22.79482078552246,383.75,0.0007,-0.2784815728664398,0.45915061235427856,-5.53837776184082
36199,181000,18.57137179,1165,155,36200,0.9955897331237793,384.6,0.0007,-0.4084058403968811,0.9919641613960266,-0.4291134476661682
36299,181500,18.57137179,1168,155,36300,1.2273870706558228,384.6,0.0007,-0.739646315574646,0.9591737985610962,0.44573327898979187
36399,182000,15.854453390000005,1171,155,36400,0.056782662868499756,391.18,0.0007,-0.0470232218503952,-0.0038045644760131836,-0.0017933420604094863
36499,182500,18.267008710000006,1175,155,36500,1.7498070001602173,393.04,0.0007,-0.7242477536201477,-0.04452502727508545,-0.34099048376083374
36599,183000,18.267008710000006,1178,155,36600,0.03137419372797012,393.04,0.0007,-0.18502245843410492,-0.3476409912109375,0.0022642898838967085
36699,183500,19.628124390000004,1181,155,36700,0.19186124205589294,400.69,0.0007,-0.8628559112548828,0.9444698691368103,0.16047461330890656
36799,184000,19.332586369999998,1185,155,36800,1.5240561962127686,404.83,0.0007,-0.3876928985118866,0.7177161574363708,-0.08376187086105347
36899,184500,19.332586369999998,1188,155,36900,1.6915960311889648,404.83,0.0007,-0.8215371370315552,0.7207815647125244,1.0678322315216064
36999,185000,18.1902364,1192,155,37000,0.1565929353237152,409.01,0.0007,-0.297112375497818,0.9731630682945251,-0.581815779209137
37099,185500,18.1902364,1195,155,37100,2.002843141555786,409.01,0.0007,-0.6419417262077332,0.8350949883460999,0.42619678378105164
37199,186000,19.781355570000002,1198,155,37200,91.08458709716797,415.52,0.0007,-0.2711319327354431,0.8073628544807434,4.415791988372803
37299,186500,17.472192030000002,1202,155,37300,8.838585927151144e-06,414.63,0.0007,-0.14617007970809937,0.0847698450088501,7.952714076964185e-05
37399,187000,18.18178349,1205,155,37400,1.362707495689392,413.96,0.0007,-0.43337282538414,0.7773183584213257,-0.22739028930664062
37499,187500,18.18178349,1209,155,37500,2.571486473083496,413.96,0.0007,-0.36865755915641785,0.25243014097213745,0.09256856143474579
37599,188000,19.9410998,1212,155,37600,0.5767468810081482,421.82,0.0007,-0.4949394166469574,0.5500924587249756,-0.16795162856578827
37699,188500,19.9410998,1215,155,37700,3.1610782146453857,421.82,0.0007,-0.5337304472923279,0.1459900140762329,0.6688660979270935
37799,189000,25.667603980000003,1219,155,37800,2011.0338134765625,431.11,0.0007,-0.15781603753566742,-0.5947651863098145,0.012056457810103893
37899,189500,25.667603980000003,1222,155,37900,2.377434492111206,431.11,0.0007,-0.4969378113746643,-0.7636029720306396,0.5156062245368958
37999,190000,25.24950304,1225,155,38000,1.227306604385376,438.77,0.0007,-0.004727744963020086,0.9958657026290894,0.00024652687716297805
38099,190500,25.24950304,1228,155,38100,0.09105896204710007,438.77,0.0007,-0.3569231629371643,0.9717949628829956,-0.020973918959498405
38199,191000,23.271446030000003,1231,155,38200,15.84947395324707,444.35,0.0007,-0.13946208357810974,0.9608513116836548,-0.006594980601221323
38299,191500,23.271446030000003,1235,155,38300,45.77450942993164,444.35,0.0007,-0.1376114785671234,0.8364238142967224,-0.10695373266935349
38399,192000,22.560058819999995,1238,155,38400,2.8679327964782715,446.83,0.0007,-0.7221318483352661,0.9179672002792358,-1.859243631362915
38499,192500,22.560058819999995,1241,155,38500,2.8490777015686035,446.83,0.0007,-0.493634432554245,0.797784686088562,0.37835076451301575
38599,193000,23.906270539999994,1244,155,38600,0.41725775599479675,454.29,0.0007,-0.618046224117279,0.8940893411636353,0.2544189393520355
38699,193500,23.906270539999994,1247,155,38700,0.5142406821250916,454.29,0.0007,-0.6646601557731628,0.896869421005249,-0.6842331886291504
38799,194000,24.8650445,1251,155,38800,1.5373636484146118,461.85,0.0007,-0.6015105247497559,0.5911942720413208,-0.816784679889679
38899,194500,24.8650445,1254,154,38900,1.4943621158599854,461.85,0.0007,-0.6381139159202576,0.00031751394271850586,0.6094114184379578
38999,195000,25.6083617,1258,154,39000,0.6621215343475342,469.08,0.0007,-0.5982350707054138,-0.014029622077941895,0.03783106803894043
39099,195500,25.6083617,1261,154,39100,2.7603485584259033,469.08,0.0007,-0.5494089126586914,-1.2431111335754395,0.6686816215515137
39199,196000,21.77531067,1264,154,39200,1.2133651971817017,475.5,0.0007,-0.5239438414573669,0.7857581973075867,-0.15206700563430786
39299,196500,21.77531067,1268,154,39300,0.5491675734519958,475.5,0.0007,-0.4702557623386383,0.10781359672546387,-0.20266631245613098
39399,197000,15.259516889999997,1272,154,39400,2.18583083152771,478.1,0.0007,-0.2744906544685364,0.35631871223449707,0.025053435936570168
39499,197500,15.259516889999997,1276,154,39500,1.2129055261611938,478.1,0.0007,-0.48312845826148987,0.42511653900146484,-0.10787186771631241
39599,198000,13.855683759999998,1280,154,39600,6.753028869628906,485.74,0.0007,-0.36063238978385925,-0.23704278469085693,1.0167334079742432
39699,198500,13.855683759999998,1284,154,39700,3.787541151046753,485.74,0.0007,-0.6811913847923279,-0.14939773082733154,0.25197869539260864
39799,199000,14.478477629999995,1288,154,39800,1.1677974462509155,493.64,0.0007,-0.2715443968772888,0.8933093547821045,-0.04210413619875908
39899,199500,16.58177916,1293,154,39900,6.176020622253418,496.96,0.0007,-0.36919721961021423,0.2821198105812073,-0.3206484615802765
39999,200000,16.58177916,1296,154,40000,1.5023635625839233,496.96,0.0007,-0.4536300599575043,-0.14113128185272217,-0.04065718874335289
